"angle","species","specimenId","mimicType","imageabletype","imageableid","created_at","updated_at","id","kingdom","phylum","class","order","family","genus","taxonRank","scientificName","scientificNameAuthorship","vernacularName","description","individualCount","bodylength","sex","lifeStage","form","notes","idconfidence","other","ref","disposition","numphotos","Ant.mimic.","Sex","Notes","Done.","accuracy"
"Dorsal","Myrmarachne macleayana","479","mimic","Specimen",479,"2017-03-19 23:49:01 UTC","2017-03-19 23:49:05 UTC",479,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Golden bum ant mimicking jumper",1,4.7,"","Juvenile","","Id uncertain, golden bum + no abdominal constriction.","0","Ant-mimic spider","","In RNAlater, freezer in Darrel Kemp's lab",7,NA,NA,NA,NA,0.718677394353938
"Dorsal","Riptortus abdominalis","487","mimic","Specimen",487,"2017-03-26 07:48:31 UTC","2017-03-26 07:48:33 UTC",487,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Riptortus","Species","Riptortus abdominalis","(Westwood, 1842)","","",1,3.9,"","Early instar","","Pickled in 96% ethanol 29-Mar-2017.","","Ant mimic bug","","In collection",6,NA,NA,NA,NA,0.714701108352521
"Dorsal","Reduviid1 sp1","488","non-mimic","Specimen",488,"2017-08-17 12:51:47 UTC","2017-08-17 12:51:48 UTC",488,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Reduviid1","Species","Reduviid1 sp1","","","Possible ant-mimic bug",1,3,"","Early instar","","Pickled in 96% ethanol 29-Mar-2017.","Ryan","","","In collection",9,NA,NA,NA,NA,0.621777786079907
"Dorsal","Corinnid1 sp1","489","mimic","Specimen",489,"2017-08-17 12:15:22 UTC","2017-08-17 12:15:24 UTC",489,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Corinnid1","Species","Corinnid1 sp1","","","Possible strobe ant mimic",1,4,"","","","Pickled in 96% ethanol 29-Mar-2017.","0","Ant-mimic spider","JMQK72","QM collection",9,NA,NA,NA,NA,0.630413753219403
"Dorsal","Reduviid1 sp1","490","mimic","Specimen",490,"2017-08-17 12:19:59 UTC","2017-08-17 12:20:01 UTC",490,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Reduviid1","Species","Reduviid1 sp1","","","Ant-mimic bug",1,2.6,"","Early instar","","Pickled in 96% ethanol 29-Mar-2017.","Ryan","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.811199472758139
"Dorsal","Cosmophasis bitaeniata","492","mimic","Specimen",492,"2017-07-09 04:43:05 UTC","2017-07-09 04:43:55 UTC",492,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis bitaeniata","(Keyserling, 1882)","Green Tree Ant Cosmophasis","",1,7,"","","","In 80% ethanol to match specimens in RNAlater","","Ant-mimic spider","","In RNAlater, freezer in Darrel Kemp's lab",9,NA,NA,NA,NA,0.576537216210302
"Dorsal","Riptortus abdominalis","493","mimic","Specimen",493,"2017-03-26 07:26:31 UTC","2017-03-26 07:26:42 UTC",493,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Riptortus","Species","Riptortus abdominalis","(Westwood, 1842)","","",1,11.1,"","5th instar","","Appears to mimic green ant queen.
Pickled in 96% ethanol 29-Mar-2017.","Ryan","Ant mimic bug","","In collection",12,NA,NA,NA,NA,0.752978333643456
"Dorsal","Riptortus abdominalis","494","non-mimic","Specimen",494,"2017-03-27 02:30:11 UTC","2017-03-27 02:30:15 UTC",494,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Riptortus","Species","Riptortus abdominalis","(Westwood, 1842)","","",1,14.4,"","Adult","","Pickled in 96% ethanol 29-Mar-2017.","Ryan","","","In collection",8,NA,NA,NA,NA,0.740201736235031
"Dorsal","Amyciaea albomaculata","499","mimic","Specimen",499,"2017-08-13 14:07:49 UTC","2017-08-13 14:07:54 UTC",499,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea albomaculata","(O.P.-Cambridge, 1874)","","Green ant mimicking spider",1,4.5,"","","","","2","Ant-mimic spider","JMQK73","QM collection",6,NA,NA,NA,NA,0.829258736597365
"Dorsal","Oecophylla smaragdina","500","model","Specimen",500,"2017-03-21 01:45:15 UTC","2017-03-21 01:45:17 UTC",500,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Oecophylla","Species","Oecophylla smaragdina","(Fabricius, 1775)","Green Tree Ant","Green ant",2,6.6,"","","","Legs removed from 1 specimen.
Pickled in 96% ethanol 29-Mar-2017.","2","","","In collection",8,NA,NA,NA,NA,0.844100793336845
"Dorsal","Amyciaea albomaculata","502","mimic","Specimen",502,"2017-03-21 01:39:20 UTC","2017-03-21 01:39:22 UTC",502,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea albomaculata","(O.P.-Cambridge, 1874)","","Green ant mimicking spider",1,4.4,"","","","","2","Ant-mimic spider","JMQK75","QM collection",8,NA,NA,NA,NA,0.707362552387693
"Dorsal","Amyciaea albomaculata","503","mimic","Specimen",503,"2017-08-13 13:28:26 UTC","2017-08-13 13:28:30 UTC",503,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea albomaculata","(O.P.-Cambridge, 1874)","","Green ant mimicking spider",1,5.3,"","","","","2","Ant-mimic spider","JMQK76","QM collection",9,NA,NA,NA,NA,0.750733806066792
"Dorsal","Myrmarachne macleayana","505","mimic","Specimen",505,"2017-03-21 06:43:55 UTC","2017-03-21 06:44:11 UTC",505,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Small black ant mimic",1,4,"","","Forma robsoni","","1","Ant-mimic spider","JMQK78","QM collection",7,NA,NA,NA,NA,0.843034608020679
"Dorsal","Cicadellid2 sp1","506","non-mimic","Specimen",506,"2017-04-11 01:17:46 UTC","2017-04-11 01:21:52 UTC",506,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellid2","Species","Cicadellid2 sp1","","","Hopper nymph",1,1.8,"","Early instar","","I assumed it was an ant when I collected it.Same colour as attendant ants.
Pickled in 96% ethanol 29-Mar-2017.","","","","In collection",8,NA,NA,NA,NA,0
"Dorsal","Myrmarachne erythrocephala","508","mimic","Specimen",508,"2017-03-22 00:51:47 UTC","2017-03-22 00:51:50 UTC",508,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant-mimic spider",1,3.5,"","","","Pickled in 96% ethanol 29-Mar-2017.","Robert Whyte","Ant-mimic spider","JMQK79","QM collection",6,NA,NA,NA,NA,0.813714239176565
"Dorsal","Opisthopsis sp1","509","model","Specimen",509,"2017-08-19 08:03:17 UTC","2017-08-19 08:03:19 UTC",509,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Opisthopsis","Species","Opisthopsis sp1","","Strobe ant","Strobe ant",2,3.8,"","","","Pickled in 96% ethanol 29-Mar-2017.","","","","In collection",4,NA,NA,NA,NA,0.849225801137942
"Dorsal","Myandra bicincta","512","mimic","Specimen",512,"2017-03-24 04:25:32 UTC","2017-03-24 04:25:36 UTC",512,"Animalia","Arthropoda","Arachnida","Araneae","Prodidomidae","Myandra","Species","Myandra bicincta","(Simon, 1908)","","Tiny black spider",1,2,"","juvenile","","Collected by Jonas under bark. Died because I froze it for too long.
Specimen broke apart.
Pickled in 96% ethanol 29-Mar-2017.","Aus Mus tentative","Ant-mimic spider","AA.1408","Aus Mus",10,NA,NA,NA,NA,0.678645107855475
"Dorsal","Myandra bicincta","514","mimic","Specimen",514,"2017-08-16 16:56:22 UTC","2017-08-16 16:56:28 UTC",514,"Animalia","Arthropoda","Arachnida","Araneae","Prodidomidae","Myandra","Species","Myandra bicincta","(Simon, 1908)","","Tiny black spider",1,1.9,"Male","juvenile","","Collected by Jonas under bark.
Pickled, 21-Apr-2017.","Aus Mus tentative","Ant-mimic spider","AA.1408","Aus Mus",8,NA,NA,NA,NA,0.664172329785009
"Dorsal","Zodarid4 sp1","515","mimic","Specimen",515,"2017-08-16 17:35:50 UTC","2017-08-16 17:35:53 UTC",515,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Zodariid4","Species","Zodarid4 sp1","","","Tiny black spider",1,2.1,"","juvenile","","Collected by Jonas under bark. Died.
Pickled in 96% ethanol, 27-Apr-2017","Aus Mus tentative","Ant-mimic spider","AA.1408","Aus Mus",8,NA,NA,NA,NA,0.618885341275441
"Dorsal","Holoplatys sp4","518","mimic","Specimen",518,"2017-04-11 00:50:59 UTC","2017-04-11 00:51:00 UTC",518,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Holoplatys","Species","Holoplatys sp4","","","Tiny black ant mimic",1,3.2,"","juvenile","","Juvenile? Pickled in 96% ethanol, 9-May-2017.","Aus Mus","Ant-mimic spider","AA.1403","Aus Mus",9,NA,NA,NA,NA,0.78245233120093
"Dorsal","Myrmarachne juvenile","523","mimic","Specimen",523,"2017-04-24 13:00:05 UTC","2017-04-24 13:03:29 UTC",523,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Golden bum ant mimicking jumper",NA,5.4,"","juvenile","","Squashed while being captured.
Pickled in 96% ethanol, 9-May-2017.","Aus Mus tentative","Ant-mimic spider","AA.1406","Aus Mus",8,NA,NA,NA,NA,0.825929719398508
"Dorsal","Myrmarachne juvenile","524","mimic","Specimen",524,"2017-04-24 12:37:26 UTC","2017-04-24 12:37:28 UTC",524,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Black ant mimicking jumper, red legs",1,3.9,"","Juvenile","","Possibly M. erythrocephala.
Died.
Pickled, 96% ethanol 27-Apr-2017","Aus Mus tentative","Ant-mimic spider","AA.1402","Aus Mus",8,NA,NA,NA,NA,0.792689924761189
"Dorsal","Salticid5 sp1","53","non-mimic","Specimen",53,"2017-01-06 03:44:25 UTC","2017-01-06 03:49:09 UTC",53,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid5","Species","Salticid5 sp1","","","Jumping spider",1,8.2,"","","","","","","10-May","",5,NA,NA,NA,NA,0.609649705515656
"Dorsal","Hemiptera1 sp1","531","mimic","Specimen",531,"2017-04-06 23:35:09 UTC","2017-04-06 23:35:11 UTC",531,"Animalia","Arthropoda","Insecta","Hemiptera","","Hemiptera1","Species","Hemiptera1 sp1","","","Small black ant-like bug nymph",1,3.2,"","Early instar","","Pickled, 21-Apr-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.794279030676614
"Dorsal","Myrmarachne erythrocephala","535","mimic","Specimen",535,"2017-04-08 06:13:09 UTC","2017-04-08 06:13:11 UTC",535,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden ant mimicking jumper",1,4.7,"","","Forma ornata","Pickled in 96% ethanol, 9-May-2017.","1","Ant-mimic spider","","Michael Kelly",13,NA,NA,NA,NA,0.85255749599308
"Dorsal","Vespoidea5 sp1","536","mimic","Specimen",536,"2017-04-11 00:07:45 UTC","2017-04-11 00:07:47 UTC",536,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Golden bum green wasp",1,6,"","","","Pickled, 21-Apr-2017.
Looks very similar to Polyrhachis hookeri.","","Posssible wasp ant-mimic","","In collection",9,NA,NA,NA,NA,0.777821244116404
"Dorsal","Formicid1 sp1","537","model","Specimen",537,"2017-04-11 00:22:38 UTC","2017-04-11 00:22:40 UTC",537,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid1","Species","Formicid1 sp1","","","Medium black ant",1,5,"","","","Pickled, 21-Apr-2017.","","","","In collection",10,NA,NA,NA,NA,0.932345723616111
"Dorsal","Tinytrema bondi","538","mimic","Specimen",538,"2017-04-15 00:19:38 UTC","2017-04-15 00:23:09 UTC",538,"Animalia","Arthropoda","Arachnida","Araneae","Trochanteriidae","Tinytrema","Species","Tinytrema bondi","(Platnick, 2002)","","",1,3.4,"","","","","Aus museum","Ant-mimic spider","KS.116906","AM collection",3,NA,NA,NA,NA,0.670272356394112
"Dorsal","Zillimata scintillans","539","non-mimic","Specimen",539,"2017-04-15 00:36:35 UTC","2017-04-15 00:36:36 UTC",539,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Zillimata","Species","Zillimata scintillans","(Cambridge, 1869)","","",1,6,"Male","","","Behavioural ant mimic","Aus museum","","KS.82175","AM collection",2,NA,NA,NA,NA,0.789611284130419
"Dorsal","Thomisid1 sp1","54","non-mimic","Specimen",54,"2017-01-06 03:44:27 UTC","2017-01-06 03:44:28 UTC",54,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Thomisid1","Species","Thomisid1 sp1","","","Crab spider",1,3.4,"","","","","1","","10-Jun","",3,NA,NA,NA,NA,0.265540430670262
"Dorsal","Ligonipes sp2","540","mimic","Specimen",540,"2017-04-15 00:53:52 UTC","2017-04-15 00:53:54 UTC",540,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Ligonipes","Species","Ligonipes sp2","","","",1,4.5,"Male","","","","Aus museum","Ant-mimic spider","KS.64919","AM collection",2,NA,NA,NA,NA,0.747054924222335
"Dorsal","Ligonipes sp2","541","mimic","Specimen",541,"2017-04-23 01:42:10 UTC","2017-04-23 01:42:11 UTC",541,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Ligonipes","Species","Ligonipes sp2","","","",1,4.2,"Male","","","","Aus museum","Ant-mimic spider","KS.64919","AM collection",2,NA,NA,NA,NA,0.785354664776497
"Dorsal","Ligonipes sp2","542","mimic","Specimen",542,"2017-04-19 01:20:20 UTC","2017-04-19 01:20:21 UTC",542,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Ligonipes","Species","Ligonipes sp2","","","",1,5.1,"Male","","","","Aus museum","Ant-mimic spider","KS.64919","AM collection",2,NA,NA,NA,NA,0.805257169508847
"Dorsal","Myrmarachne luctuosa","543","mimic","Specimen",543,"2017-04-15 00:58:59 UTC","2017-04-15 00:59:00 UTC",543,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,4.9,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.735654075834739
"Dorsal","Myrmarachne luctuosa","544","mimic","Specimen",544,"2017-04-23 01:05:34 UTC","2017-04-23 01:10:51 UTC",544,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,6.8,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.809112804658631
"Dorsal","Myrmarachne luctuosa","545","mimic","Specimen",545,"2017-04-23 01:10:26 UTC","2017-04-23 01:10:28 UTC",545,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,5,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.850732534351817
"Dorsal","Myrmarachne luctuosa","546","mimic","Specimen",546,"2017-04-23 01:15:06 UTC","2017-04-23 01:15:07 UTC",546,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,5.2,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.810390934542612
"Dorsal","Myrmarachne luctuosa","547","mimic","Specimen",547,"2017-04-23 01:19:25 UTC","2017-04-23 01:19:26 UTC",547,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,5.3,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.800769429348321
"Dorsal","Myrmarachne luctuosa","548","mimic","Specimen",548,"2017-04-23 01:23:18 UTC","2017-04-23 01:23:19 UTC",548,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,5.2,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.833090593161445
"Dorsal","Myrmarachne luctuosa","549","mimic","Specimen",549,"2017-04-23 01:27:25 UTC","2017-04-23 01:27:26 UTC",549,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,3.9,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.827334066225419
"Dorsal","Myrmarachne luctuosa","550","mimic","Specimen",550,"2017-04-23 01:33:15 UTC","2017-04-23 01:33:17 UTC",550,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,5.7,"","","","Identified as Myrmarachne simoni (L. Koch, 1879) by the Aus museum, which is now considered a synonym of M Luctuosa.","Aus museum","Ant-mimic spider","KS.81938","AM collection",2,NA,NA,NA,NA,0.846768125738195
"Dorsal","Judalana lutea","551","mimic","Specimen",551,"2017-04-19 01:24:34 UTC","2017-04-19 01:24:35 UTC",551,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","",1,4,"Female","","","","Aus museum","Ant-mimic spider","KS.106524","AM collection",2,NA,NA,NA,NA,0.698284780493186
"Dorsal","Storena mainae","552","non-mimic","Specimen",552,"2017-04-19 01:14:07 UTC","2017-04-19 01:14:09 UTC",552,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Storena","Species","Storena mainae","(Jocqué & Baehr, 1995)","","",1,12.1,"male","","","","Aus museum","","KS.116353","AM collection",2,NA,NA,NA,NA,0.635536129784363
"Dorsal","Storena mainae","553","non-mimic","Specimen",553,"2017-04-23 01:37:40 UTC","2017-04-23 01:37:41 UTC",553,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Storena","Species","Storena mainae","(Jocqué & Baehr, 1995)","","",1,11.4,"Male","","","","Aus museum","","KS.116353","AM collection",2,NA,NA,NA,NA,0.577335760581332
"Dorsal","Amyciaea sp1","554","mimic","Specimen",554,"2017-04-19 02:02:20 UTC","2017-04-19 02:02:21 UTC",554,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,5.3,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.637865654255253
"Dorsal","Amyciaea sp1","555","mimic","Specimen",555,"2017-04-19 01:58:37 UTC","2017-04-19 01:58:39 UTC",555,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,4,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.729228640044907
"Dorsal","Amyciaea sp1","556","mimic","Specimen",556,"2017-04-19 01:55:01 UTC","2017-04-19 01:55:03 UTC",556,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,NA,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.631969294997734
"Dorsal","Amyciaea sp1","557","mimic","Specimen",557,"2017-04-19 01:51:41 UTC","2017-04-19 01:51:43 UTC",557,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,4.1,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.655130797599462
"Dorsal","Amyciaea sp1","558","mimic","Specimen",558,"2017-04-19 01:47:59 UTC","2017-04-19 01:48:01 UTC",558,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,NA,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.722513934532581
"Dorsal","Amyciaea sp1","559","mimic","Specimen",559,"2017-04-19 01:10:39 UTC","2017-04-19 01:10:47 UTC",559,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea sp1","","","",1,2.5,"","","","","Aus museum","Ant-mimic spider","KS.64179","AM collection",2,NA,NA,NA,NA,0.638418543780704
"Dorsal","Astia hariola","560","non-mimic","Specimen",560,"2017-04-15 01:05:30 UTC","2017-04-15 01:05:31 UTC",560,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Astia","Species","Astia hariola","(Koch, 1879)","Gypsy Jumper","Golden bum jumper",1,5.1,"Male","","","Found under loose bark. Is the golden bum very crude mimicry?
Pickled in 70% ethanol, 20-Jul-2017.","Robert Whyte","","","Michael Kelly",9,NA,NA,NA,NA,0.561833353235377
"Dorsal","Myrmarachne luctuosa","561","mimic","Specimen",561,"2017-04-16 08:21:17 UTC","2017-04-16 08:21:18 UTC",561,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Small black ant mimic",1,3.4,"","juvenile","","Very ant-like - it even runs fast like a small black ant..
Died, so pickled in 96% ethanol, 1-May-2017","Aus Mus","Ant-mimic spider","AA.1409","Aus Mus",12,NA,NA,NA,NA,0.819868777062403
"Dorsal","Formicid1 sp1","563","model","Specimen",563,"2017-04-17 00:31:25 UTC","2017-04-17 00:31:28 UTC",563,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid1","Species","Formicid1 sp1","","","Small black ant",2,3.7,"","","","Pickled, 21-Apr-2017.","1","","","In collection",6,NA,NA,NA,NA,0.832204292525679
"Dorsal","Myrmarachne luctuosa","564","mimic","Specimen",564,"2017-04-16 08:10:26 UTC","2017-04-16 08:10:27 UTC",564,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,5.4,"Male","","","Pickled in 96% ethanol, 9-May-2017.","Aus Mus","Ant-mimic spider","KS.129705","Aus Mus",8,NA,NA,NA,NA,0.863588678992298
"Dorsal","Polyrhachis ammon","565","model","Specimen",565,"2017-04-17 01:09:06 UTC","2017-04-17 01:09:07 UTC",565,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis ammon","(Fabricius, 1775)","","Black ant, golden thorax",1,7,"","","","Pickled, 21-Apr-2017.","","","","In collection",9,NA,NA,NA,NA,0.793931091917208
"Dorsal","Myrmecia mandibularis","566","model","Specimen",566,"2017-04-17 00:58:55 UTC","2017-04-17 00:58:56 UTC",566,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmecia","Species","Myrmecia mandibularis","(Smith, 1858)","","Golden bum bull ant",1,10.2,"","","","Pickled, 21-Apr-2017.","0","","","In collection",7,NA,NA,NA,NA,0.927302114730051
"Dorsal","Rhytidoponera metallica","567","model","Specimen",567,"2017-04-17 00:40:37 UTC","2017-04-17 00:40:39 UTC",567,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Species","Rhytidoponera metallica","(Smith, 1858)","","",1,4.6,"","","","Pickled, 21-Apr-2017.","1","","","In collection",7,NA,NA,NA,NA,0.891241068897084
"Dorsal","Crematogaster sp1","568","model","Specimen",568,"2017-04-17 00:48:10 UTC","2017-04-17 00:48:12 UTC",568,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Crematogaster","Species","Crematogaster sp1","","","",1,3.5,"","","","Pickled, 21-Apr-2017.","","","","In collection",7,NA,NA,NA,NA,0.89523808103655
"Dorsal","Myrmarachne erythrocephala","577","mimic","Specimen",577,"2017-04-21 00:27:26 UTC","2017-04-21 00:27:28 UTC",577,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,4.2,"","juvenile","","Pickled in 96% ethanol, 9-May-2017.","Aus Mus","Ant-mimic spider","AA.1402","Aus Mus",10,NA,NA,NA,NA,0.833616759860549
"Dorsal","Vespoidea6 sp1","579","mimic","Specimen",579,"2017-08-18 11:44:02 UTC","2017-08-18 11:44:04 UTC",579,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea6","Species","Vespoidea6 sp1","","","Small black ant-like wasp",1,5.3,"","","","Pickled, 21-Apr-2017.","","Ant-mimic wasp","","In collection",6,NA,NA,NA,NA,0.645109718006503
"Dorsal","Salticid7 sp1","58","non-mimic","Specimen",58,"2017-01-06 03:44:29 UTC","2017-01-06 03:44:30 UTC",58,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid7","Species","Salticid7 sp1","","","Jumping spider",1,5.9,"","","","","","","10-Oct","",4,NA,NA,NA,NA,0.448578619043482
"Dorsal","Myrmarachne luctuosa","589","mimic","Specimen",589,"2017-04-24 12:20:32 UTC","2017-04-24 12:20:34 UTC",589,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Small golden-bum mimic",1,4.2,"","juvenile","","Pickled in 70% ethanol, 13-June-2017.","Aus Mus tentative","Ant-mimic spider","AA.1409","Aus Mus",12,NA,NA,NA,NA,0.819227057403643
"Dorsal","Damoetas nitidus","591","mimic","Specimen",591,"2017-08-17 14:06:50 UTC","2017-08-17 14:06:52 UTC",591,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Damoetas","Species","Damoetas nitidus","(L. Koch, 1880)","Shining Damoetas","",1,3.2,"","","","Pickled in 96% ethanol, 17-May-2017.","0","Ant-mimic spider","","Michael Kelly",8,NA,NA,NA,NA,0.782328648235351
"Dorsal","Eilica sp1","593","mimic","Specimen",593,"2017-05-16 01:47:09 UTC","2017-05-16 01:47:11 UTC",593,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.2,"Male","","","Identified as unnamed Eilica by Aus Mus.
Pickled in 96% ethanol, 24-May-2017.","Aus Mus","Ant-mimic spider","KS.129714","Aus Mus",7,NA,NA,NA,NA,0.590397206495357
"Dorsal","Apricia jovialis","605","non-mimic","Specimen",605,"2017-08-17 13:03:54 UTC","2017-08-17 13:03:57 UTC",605,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Apricia","Species","Apricia jovialis","(L. Koch, 1879)","Jovial jumper","Golden bum ant mimicking jumper",1,5,"","Juvenile","","Pickled in 96% ethanol, 15-May-2017.","","","","Michael Kelly",9,NA,NA,NA,NA,0.609570315389742
