"angle","species","mimicType","imageabletype","imageableid","created_at","updated_at","id","kingdom","phylum","class","order","family","genus","taxonRank","scientificName","scientificNameAuthorship","vernacularName","bodylength","Ant.mimic.","accuracy"
"Dorsal","Salticid18 sp1","non-mimic","Specimen",926,"2017-07-06 07:36:06 UTC","2017-07-06 07:36:11 UTC",926,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid18","Species","Salticid18 sp1","","",2.3,NA,0.522564266060677
"Dorsal","Salticid5 sp1","non-mimic","Specimen",53,"2017-01-06 03:44:25 UTC","2017-01-06 03:49:09 UTC",53,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid5","Species","Salticid5 sp1","","",8.2,NA,0.634021178287614
"Dorsal","Salticid7 sp1","non-mimic","Specimen",58,"2017-01-06 03:44:29 UTC","2017-01-06 03:44:30 UTC",58,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid7","Species","Salticid7 sp1","","",5.9,NA,0.368776592117416
"Dorsal","Serendib suthepica","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.862980128086847
"Dorsal","Serendib volans","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.632678330435016
"Dorsal","Servaea incana","non-mimic","Specimen",15,"2017-01-06 03:44:18 UTC","2017-01-06 03:44:20 UTC",15,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Servaea","Species","Servaea incana","(L. Keyserling, 1878)","Hoary Servaea",8.5,NA,0.455787571074112
"Dorsal","Sphecotypus niger","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.804371447466123
"Dorsal","Sphinctomyrmex sp1","model","Specimen",67,"2017-01-06 03:44:32 UTC","2017-01-06 03:44:33 UTC",67,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Sphinctomyrmex","Species","Sphinctomyrmex sp1","","",4.5,NA,0.923283412429372
"Dorsal","Storena mainae","non-mimic","Specimen",552,"2017-04-19 01:14:07 UTC","2017-04-19 01:14:09 UTC",552,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Storena","Species","Storena mainae","(Jocqué & Baehr, 1995)","",11.75,NA,0.659236216339666
"Dorsal","Tamopsis fickerti","non-mimic","Specimen",240,"2017-06-03 14:48:56 UTC","2017-06-03 14:48:57 UTC",240,"Animalia","Arthropoda","Arachnida","Araneae","Hersiliidae","Tamopsis","Species","Tamopsis fickerti","(L. Koch, 1876)","",6.7,NA,0.230411063300031
"Dorsal","Thomisid1 sp1","non-mimic","Specimen",54,"2017-01-06 03:44:27 UTC","2017-01-06 03:44:28 UTC",54,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Thomisid1","Species","Thomisid1 sp1","","",3.4,NA,0.226875227601782
"Dorsal","Tinytrema bondi","mimic","Specimen",538,"2017-04-15 00:19:38 UTC","2017-04-15 00:23:09 UTC",538,"Animalia","Arthropoda","Arachnida","Araneae","Trochanteriidae","Tinytrema","Species","Tinytrema bondi","(Platnick, 2002)","",3.4,NA,0.631407515874539
"Dorsal","Vespoidea2 sp1","mimic","Specimen",1,"2017-01-06 03:44:11 UTC","2017-01-06 03:44:12 UTC",1,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea2","Species","Vespoidea2 sp1","","",3,NA,0.739059950787016
"Dorsal","Vespoidea3 sp1","mimic","Specimen",416,"2017-08-18 07:18:58 UTC","2017-08-18 07:18:59 UTC",416,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea3","Species","Vespoidea3 sp1","","",3.7,NA,0.747731095870967
"Dorsal","Vespoidea3 sp3","mimic","Specimen",79,"2017-01-06 03:58:16 UTC","2017-01-06 03:58:18 UTC",79,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea3","Species","Vespoidea3 sp3","","",3.6,NA,0.578207552494938
"Dorsal","Vespoidea4 sp1","non-mimic","Specimen",430,"2017-02-22 12:31:30 UTC","2017-07-03 13:26:01 UTC",430,"Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Vespoidea4","Species","Vespoidea4 sp1","","",4.53333333333333,NA,0.680525951528066
"Dorsal","Vespoidea5 sp1","mimic","Specimen",536,"2017-04-11 00:07:45 UTC","2017-04-11 00:07:47 UTC",536,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","",6.225,NA,0.746963915484502
"Dorsal","Vespoidea6 sp1","mimic","Specimen",579,"2017-08-18 11:44:02 UTC","2017-08-18 11:44:04 UTC",579,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea6","Species","Vespoidea6 sp1","","",5.3,NA,0.632928750083148
"Dorsal","Zillimata scintillans","non-mimic","Specimen",539,"2017-04-15 00:36:35 UTC","2017-04-15 00:36:36 UTC",539,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Zillimata","Species","Zillimata scintillans","(Cambridge, 1869)","",6,NA,0.793055178346369
"Dorsal","Zodarid4 sp1","mimic","Specimen",515,"2017-08-16 17:35:50 UTC","2017-08-16 17:35:53 UTC",515,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","Zodariid4","Species","Zodarid4 sp1","","",2.1,NA,0.633729055736509
"Lateral","Aetius nocturnus","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.572193307745417
"Lateral","Alydid2 sp1","non-mimic","Specimen",446,"2017-03-24 05:12:32 UTC","2017-08-20 07:29:29 UTC",446,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Alydid2","Species","Alydid2 sp1","","",11.4,NA,0.687142555746979
"Lateral","Alydid3 sp1","mimic","Specimen",444,"2017-03-24 05:27:51 UTC","2017-03-24 05:41:51 UTC",444,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Alydid3","Species","Alydid3 sp1","","",13.6,NA,0.859088998430765
"Lateral","Amyciaea albomaculata","mimic","Specimen",398,"2017-02-02 12:24:15 UTC","2017-02-02 12:24:17 UTC",398,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Amyciaea","Species","Amyciaea albomaculata","(O.P.-Cambridge, 1874)","",4.975,NA,0.562290301629706
"Lateral","Apricia jovialis","mimic","Specimen",426,"2017-02-10 03:46:59 UTC","2017-02-10 03:47:01 UTC",426,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Apricia","Species","Apricia jovialis","(L. Koch, 1879)","Jovial jumper",6.2,NA,0.545596583387475
"Lateral","Astia hariola","non-mimic","Specimen",704,"2017-06-01 13:26:16 UTC","2017-06-01 13:26:56 UTC",704,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Astia","Species","Astia hariola","(Koch, 1879)","Gypsy Jumper",5.2,NA,0.368132853089962
"Lateral","Camponotus nigriceps","model","Specimen",267,"2017-08-20 06:24:14 UTC","2017-08-20 06:24:16 UTC",267,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Species","Camponotus nigriceps","(Smith, 1858)","",14.4,NA,0.918101417734352
"Lateral","Camponotus sp2","model","Specimen",310,"2017-08-20 06:05:23 UTC","2017-08-20 06:05:39 UTC",310,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Species","Camponotus sp2","","",6.6,NA,0.880546746586714
"Lateral","Castianeira gertschi","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.606902100259523
"Lateral","Castianeira longipalpa","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.109781864664811
"Lateral","Castianeira trilineata","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.307149646011143
"Lateral","Cicadellid2 sp1","non-mimic","Specimen",506,"2017-04-11 01:26:15 UTC","2017-04-11 01:26:17 UTC",506,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellid2","Species","Cicadellid2 sp1","","",1.8,NA,0.319993606307032
"Lateral","Coleoptera2 sp1","mimic","Specimen",381,"2017-01-06 03:45:04 UTC","2017-01-06 04:03:41 UTC",381,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","",5.925,NA,0.722069265136197
"Lateral","Coleoptera3 sp1","mimic","Specimen",404,"2017-04-24 13:23:23 UTC","2017-04-24 13:23:24 UTC",404,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera3","Species","Coleoptera3 sp1","","",11,NA,0.689146738099495
"Lateral","Colobathristid1 sp1","mimic","Specimen",884,"2017-08-17 14:49:39 UTC","2017-08-17 14:49:42 UTC",884,"Animalia","Arthropoda","Insecta","Hemiptera","Colobathristidae","Colobathristid1","Species","Colobathristid1 sp1","","",7,NA,0.650054517013
"Lateral","Corinnid1 sp1","mimic","Specimen",469,"2017-08-17 12:07:30 UTC","2017-08-17 12:07:37 UTC",469,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Corinnid1","Species","Corinnid1 sp1","","",3.95,NA,0.571286302281908
"Lateral","Corinnomma sp.","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.736599492915865
"Lateral","Cosmophasis baehrae","non-mimic","Specimen",919,"2017-08-09 03:47:18 UTC","2017-08-09 03:47:20 UTC",919,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis baehrae","(Zabka & Waldock, 2012)","",3.75,NA,0.535120728680355
"Lateral","Cosmophasis bitaeniata","mimic","Specimen",397,"2017-07-08 14:19:47 UTC","2017-07-08 14:19:54 UTC",397,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis bitaeniata","(Keyserling, 1882)","Green Tree Ant Cosmophasis",6.7,NA,0.633054517411112
"Lateral","Cosmophasis micarioides","mimic","Specimen",913,"2017-07-08 07:01:43 UTC","2017-07-08 07:01:46 UTC",913,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis micarioides","(L. Koch, 1880)","",5.2,NA,0.579246587371768
"Lateral","Cosmophasis thalassina","non-mimic","Specimen",457,"2017-07-07 06:11:18 UTC","2017-07-07 06:11:20 UTC",457,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","",3.71428571428571,NA,0.548742076328431
"Lateral","Crematogaster sp1","model","Specimen",23,"2017-06-01 12:37:07 UTC","2017-06-01 12:37:09 UTC",23,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Crematogaster","Species","Crematogaster sp1","","",3.65,NA,0.858779548879397
"Lateral","Daerlac apicalis","mimic","Specimen",405,"2017-02-01 11:22:09 UTC","2017-02-01 23:09:59 UTC",405,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","",6.36,NA,0.75259894277228
"Lateral","Daerlac nigricans","mimic","Specimen",642,"2017-05-26 02:09:02 UTC","2017-05-26 02:09:04 UTC",642,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","",7.375,NA,0.762550568368595
"Lateral","Damoetas nitidus","mimic","Specimen",591,"2017-08-17 14:06:13 UTC","2017-08-17 14:06:17 UTC",591,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Damoetas","Species","Damoetas nitidus","(L. Koch, 1880)","Shining Damoetas",3.2,NA,0.630476798044665
"Lateral","Damoetas sp (?)","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.637475760174388
"Lateral","Diptera3 sp1","non-mimic","Specimen",18,"2017-05-31 14:11:44 UTC","2017-05-31 22:31:16 UTC",18,"Animalia","Arthropoda","Insecta","Diptera","","Diptera3","Species","Diptera3 sp1","","",3.4,NA,0
"Lateral","Dolichoderus clarki","model","Specimen",390,"2017-02-22 22:49:38 UTC","2017-02-22 22:49:39 UTC",390,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Dolichoderus","Species","Dolichoderus clarki","(Wheeler, 1935)","",7.45,NA,0.83915886393932
"Lateral","Eilica sp1","mimic","Specimen",593,"2017-05-16 01:56:14 UTC","2017-05-16 02:02:46 UTC",593,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica",4.1,NA,0.593532931679364
"Lateral","Eurymela rubrolimbata","mimic","Specimen",393,"2017-08-15 15:40:36 UTC","2017-08-15 15:40:39 UTC",393,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Eurymela","Species","Eurymela rubrolimbata","(Kirkaldy, 1906)","",5.86666666666667,NA,0.505761715277266
"Lateral","Formicid1 sp1","model","Specimen",537,"2017-04-11 00:22:20 UTC","2017-04-11 00:38:14 UTC",537,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid1","Species","Formicid1 sp1","","",5,NA,0.832367956276153
"Lateral","Formicid10 sp1","model","Specimen",667,"2017-06-27 07:28:26 UTC","2017-06-27 07:28:27 UTC",667,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid10","Species","Formicid10 sp1","","",5,NA,0.864486758275991
"Lateral","Formicid13 sp1","model","Specimen",843,"2017-07-02 09:38:57 UTC","2017-07-02 09:39:00 UTC",843,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid13","Species","Formicid13 sp1","","",5.6,NA,0.824164450768791
"Lateral","Formicid19 sp1","model","Specimen",438,"2017-03-26 11:15:22 UTC","2017-03-26 11:15:24 UTC",438,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid19","Species","Formicid19 sp1","","",8.8,NA,0.848164184099746
"Lateral","Froggattella sp1","model","Specimen",248,"2017-08-20 06:28:15 UTC","2017-08-20 06:28:16 UTC",248,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Froggattella","Species","Froggattella sp1","","",3,NA,0.831854022842682
"Lateral","Gryllid1 sp1","non-mimic","Specimen",243,"2017-06-05 13:53:11 UTC","2017-06-05 13:53:13 UTC",243,"Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllid1","Species","Gryllid1 sp1","","",3,NA,0.400544027528423
"Lateral","Hemiptera1 sp1","mimic","Specimen",531,"2017-04-06 23:40:07 UTC","2017-04-06 23:40:08 UTC",531,"Animalia","Arthropoda","Insecta","Hemiptera","","Hemiptera1","Species","Hemiptera1 sp1","","",3.2,NA,0.594402701413813
"Lateral","Heteroptera2 sp1","mimic","Specimen",851,"2017-08-16 11:13:00 UTC","2017-08-16 11:13:01 UTC",851,"Animalia","Arthropoda","Insecta","Hemiptera","","Heteroptera2","Species","Heteroptera2 sp1","","",3.05,NA,0.74543913071852
"Lateral","Holoplatys sp2","non-mimic","Specimen",666,"2017-06-26 13:44:25 UTC","2017-06-26 13:44:27 UTC",666,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Holoplatys","Species","Holoplatys sp2","","",6,NA,0.644517877734352
"Lateral","Holoplatys sp4","mimic","Specimen",518,"2017-04-11 00:43:59 UTC","2017-04-11 00:44:01 UTC",518,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Holoplatys","Species","Holoplatys sp4","","",3.2,NA,0.707000828702596
"Lateral","Insecta1 sp1","non-mimic","Specimen",19,"2017-08-12 02:10:03 UTC","2017-08-12 02:10:12 UTC",19,"Animalia","Arthropoda","Insecta","","","Insecta1","Species","Insecta1 sp1","","",1.7,NA,0.77157532219875
"Lateral","Iridonyssus kohouti","mimic","Specimen",951,"2017-08-18 13:38:37 UTC","2017-08-18 13:38:40 UTC",951,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus kohouti","(Raven, 2015)","",2.8,NA,0.421688683178791
"Lateral","Isopoda1 sp1","non-mimic","Specimen",242,"2017-06-03 15:00:27 UTC","2017-06-03 15:00:29 UTC",242,"Animalia","Arthropoda","Malacostraca","Isopoda","","","Species","Isopoda1 sp1","","",7.3,NA,0.596962131545753
"Lateral","Judalana lutea","mimic","Specimen",817,"2017-07-15 07:09:28 UTC","2017-07-15 07:09:34 UTC",817,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","",3.375,NA,0.670888898879148
"Lateral","Lamponid2 sp1","non-mimic","Specimen",682,"2017-06-03 13:47:20 UTC","2017-06-03 14:15:29 UTC",682,"Animalia","Arthropoda","Arachnida","Araneae","Lamponidae","Lamponid2","Species","Lamponid2 sp1","","",12.4,NA,0.620827657966414
"Lateral","Leptomyrmex sp1","model","Specimen",419,"2017-02-19 13:09:43 UTC","2017-02-19 13:09:44 UTC",419,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Leptomyrmex","Species","Leptomyrmex sp1","","",11.7,NA,0.864223427727633
"Lateral","Ligonipes sp1","mimic","Specimen",458,"2017-08-17 16:28:07 UTC","2017-08-17 16:28:11 UTC",458,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Ligonipes","Species","Ligonipes sp1","(Karsch, 1878)","",3.5,NA,0.545285389212243
"Lateral","Mantid1 sp1","non-mimic","Specimen",437,"2017-08-17 16:51:50 UTC","2017-08-17 16:51:53 UTC",437,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Mantid1","Species","Mantid1 sp1","","",8.1,NA,0.81931829545556
"Lateral","Mantid2 sp1","non-mimic","Specimen",454,"2017-08-17 17:52:31 UTC","2017-08-17 17:52:33 UTC",454,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Mantid2","Species","Mantid2 sp1","","",14,NA,0.77908257798627
"Lateral","Mazax pax","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.513517712920885
"Lateral","Mazax spinosa","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.288090278028576
"Lateral","Myandra bicincta","mimic","Specimen",512,"2017-03-24 04:20:36 UTC","2017-03-24 04:20:40 UTC",512,"Animalia","Arthropoda","Arachnida","Araneae","Prodidomidae","Myandra","Species","Myandra bicincta","(Simon, 1908)","",1.95,NA,0.561782860960816
"Lateral","Myrmapana centralis","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.545250765757361
"Lateral","Myrmapana parallela","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.61131150407385
"Lateral","Myrmapeni chickeringi","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.197522862863625
"Lateral","Myrmaplata plataleoides","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.669151730997245
"Lateral","Myrmarachne bicolor","mimic","Specimen",810,"2017-08-18 06:50:42 UTC","2017-08-18 06:50:45 UTC",810,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne bicolor","(L. Koch, 1879)","",5.8,NA,0.564952156037918
"Lateral","Myrmarachne erythrocephala","mimic","Specimen",346,"2017-01-06 03:44:58 UTC","2017-01-06 03:45:00 UTC",346,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","",5.25714285714286,NA,0.655250843721028
"Lateral","Myrmarachne formicaria","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.562755086028715
"Lateral","Myrmarachne helensmithae","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.679211528625814
"Lateral","Myrmarachne juvenile","mimic","Specimen",523,"2017-04-24 13:06:47 UTC","2017-04-24 13:06:49 UTC",523,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","",3.34,NA,0.681841026409644
"Lateral","Myrmarachne luctuosa","mimic","Specimen",380,"2017-01-06 03:45:01 UTC","2017-01-06 03:45:03 UTC",380,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","",5.64285714285714,NA,0.715875221941032
"Lateral","Myrmarachne macaulayi","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.525628564829846
"Lateral","Myrmarachne macleayana","mimic","Specimen",479,"2017-03-19 23:57:21 UTC","2017-03-19 23:57:24 UTC",479,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","",4.56666666666667,NA,0.644738126253889
"Lateral","Myrmarachne smaragdina","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.762708810225939
"Lateral","Myrmecotypus rettenmeyeri","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.620841397703588
"Lateral","Neon nellii*","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.345671714051674
"Lateral","Notoncus sp1","model","Specimen",370,"2017-08-20 06:12:59 UTC","2017-08-20 06:13:00 UTC",370,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Notoncus","Species","Notoncus sp1","","",4.05,NA,0.929834324207542
"Lateral","Nyssus coloripes","non-mimic","Specimen",687,"2017-05-19 00:12:36 UTC","2017-05-19 00:12:37 UTC",687,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Nyssus","Species","Nyssus coloripes","(Walckenaer, 1805)","Orange-legged Swift Spider",5.9,NA,0.277977184020977
"Lateral","Oecophylla smaragdina","model","Specimen",500,"2017-03-21 01:59:20 UTC","2017-03-21 01:59:22 UTC",500,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Oecophylla","Species","Oecophylla smaragdina","(Fabricius, 1775)","Green Tree Ant",6.6,NA,0.824828145340195
"Lateral","Opisthopsis sp1","model","Specimen",509,"2017-04-11 01:58:23 UTC","2017-04-11 01:58:25 UTC",509,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Opisthopsis","Species","Opisthopsis sp1","","Strobe ant",3.8,NA,0.829384730403841
"Lateral","Oxyopes elegans","non-mimic","Specimen",260,"2017-01-06 03:44:50 UTC","2017-01-06 03:44:51 UTC",260,"Animalia","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Species","Oxyopes elegans","(L. Koch, 1878)","Elegant Lynx Spider",6.9,NA,0.50715236641092
"Lateral","Poecilipta contorqua","mimic","Specimen",410,"2017-02-10 07:19:15 UTC","2017-02-10 07:24:05 UTC",410,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta contorqua","","",5,NA,0.670386472827379
"Lateral","Poecilipta kohouti","mimic","Specimen",977,"2017-08-09 06:40:50 UTC","2017-08-09 06:40:52 UTC",977,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","",4.4,NA,0.550819897299619
"Lateral","Polyrhachis ammon","model","Specimen",256,"2017-02-23 01:19:07 UTC","2017-02-23 01:19:26 UTC",256,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis ammon","(Fabricius, 1775)","",7.4,NA,0.893200895968739
"Lateral","Polyrhachis monteithi","model","Specimen",829,"2017-08-20 06:30:06 UTC","2017-08-20 06:30:08 UTC",829,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis monteithi","(Kohout, 2006)","",5.9,NA,0.86485202738812
"Lateral","Polyrhachis sp1","model","Specimen",309,"2017-08-20 06:11:27 UTC","2017-08-20 06:11:29 UTC",309,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp1","","",5,NA,0.906033743766564
"Lateral","Polyrhachis sp2","model","Specimen",384,"2017-01-06 03:45:09 UTC","2017-01-06 03:45:10 UTC",384,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp2","","",7.5,NA,0.836587245919052
"Lateral","Polyrhachis sp4","model","Specimen",431,"2017-08-20 06:18:56 UTC","2017-08-20 06:18:57 UTC",431,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp4","","",8.4,NA,0.811676595838556
"Lateral","Reduviid1 sp1","non-mimic","Specimen",488,"2017-08-17 12:50:31 UTC","2017-08-17 12:50:32 UTC",488,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Reduviid1","Species","Reduviid1 sp1","","",2.8,NA,0.812846710388242
"Lateral","Rhombonotus gracilis","mimic","Specimen",609,"2017-08-12 13:38:30 UTC","2017-08-12 13:38:34 UTC",609,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","",2.7,NA,0.653489526801805
"Lateral","Rhombonotus sp2","mimic","Specimen",813,"2017-08-13 15:02:40 UTC","2017-08-13 15:03:15 UTC",813,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","",3.88571428571429,NA,0.686515467574378
"Lateral","Rhombonotus sp3","mimic","Specimen",857,"2017-08-12 12:48:29 UTC","2017-08-12 12:48:32 UTC",857,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp3","","",2,NA,0.642767968421469
"Lateral","Rhytidoponera metallica","model","Specimen",204,"2017-08-20 06:22:55 UTC","2017-08-20 06:22:57 UTC",204,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Species","Rhytidoponera metallica","(Smith, 1858)","",6.4,NA,0.887269972507498
"Lateral","Riptortus abdominalis","mimic","Specimen",462,"2017-03-27 00:54:46 UTC","2017-03-27 00:54:51 UTC",462,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Riptortus","Species","Riptortus abdominalis","(Westwood, 1842)","",12.75,NA,0.617640113602957
"Lateral","Salticid17 sp1","mimic","Specimen",925,"2017-07-05 14:59:48 UTC","2017-07-05 23:02:16 UTC",925,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid17","Species","Salticid17 sp1","","",2.5,NA,0.587999065420349
"Lateral","Salticid18 sp1","non-mimic","Specimen",926,"2017-07-06 08:10:44 UTC","2017-07-06 08:10:48 UTC",926,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid18","Species","Salticid18 sp1","","",2.3,NA,0.443429104574571
"Lateral","Serendib suthepica","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.461515492804237
"Lateral","Serendib volans","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.439770276439641
"Lateral","Sphecotypus niger","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",0.709525879130071
